"28","AIX (ppc)"
"1335","AIX (ppc64)"
"1","Darwin (ppc)"
"14","FreeBSD (aarch64)"
"581","FreeBSD (amd64)"
"11","FreeBSD (i386)"
"151","HP-UX (IA64N)"
"33","HP-UX (IA64W)"
"8","HP-UX (PA_RISC2.0)"
"1","HP-UX (PA_RISC2.0W)"
"15069","Linux (aarch64)"
"598690","Linux (amd64)"
"2064","Linux (arm)"
"1","Linux (e2k)"
"2596","Linux (i386)"
"117","Linux (loongarch64)"
"41","Linux (mips64el)"
"7","Linux (ppc)"
"39","Linux (ppc64)"
"532","Linux (ppc64le)"
"59","Linux (riscv64)"
"1","Linux (s390)"
"316","Linux (s390x)"
"57","Linux (sw64)"
"16","Linux (x86)"
"13999","Mac OS X (aarch64)"
"3","Mac OS X (arm64)"
"15892","Mac OS X (x86_64)"
"357198","N/A"
"3","NONSTOP_KERNEL (IA64N)"
"3","NONSTOP_KERNEL (amd64)"
"4","NONSTOP_KERNEL (x86_64N)"
"3","NetBSD (amd64)"
"1","NetBSD (i386)"
"1","OS/400 (ppc)"
"125","OS/400 (ppc64)"
"8","OS400 (ppc64)"
"3","OpenBSD (aarch64)"
"30","OpenBSD (amd64)"
"1","QNX (amd64)"
"254","SunOS (amd64)"
"29","SunOS (sparc)"
"580","SunOS (sparcv9)"
"13","SunOS (x86)"
"62929","Windows 10 (amd64)"
"3402","Windows 10 (x86)"
"36","Windows 11 (aarch64)"
"22491","Windows 11 (amd64)"
"301","Windows 11 (x86)"
"1","Windows 2000 (x86)"
"11","Windows 2003 (amd64)"
"64","Windows 2003 (x86)"
"1933","Windows 7 (amd64)"
"704","Windows 7 (x86)"
"40","Windows 8 (amd64)"
"26","Windows 8 (x86)"
"243","Windows 8.1 (amd64)"
"153","Windows 8.1 (x86)"
"821","Windows NT (unknown) (amd64)"
"370","Windows NT (unknown) (x86)"
"17","Windows Server 2008 (amd64)"
"44","Windows Server 2008 (x86)"
"1477","Windows Server 2008 R2 (amd64)"
"402","Windows Server 2008 R2 (x86)"
"719","Windows Server 2012 (amd64)"
"140","Windows Server 2012 (x86)"
"6050","Windows Server 2012 R2 (amd64)"
"1081","Windows Server 2012 R2 (x86)"
"26214","Windows Server 2016 (amd64)"
"2219","Windows Server 2016 (x86)"
"4","Windows Server 2016 Standard (amd64)"
"33093","Windows Server 2019 (amd64)"
"1279","Windows Server 2019 (x86)"
"18423","Windows Server 2022 (amd64)"
"253","Windows Server 2022 (x86)"
"79","Windows Server 2025 (amd64)"
"1","Windows Server 2025 (x86)"
"23","Windows Server version 2009 (amd64)"
"1","Windows Vista (amd64)"
"26","Windows Vista (x86)"
"1","Windows XP (amd64)"
"81","Windows XP (x86)"
"257","z/OS (s390x)"
