"23","AIX (ppc)"
"1305","AIX (ppc64)"
"1","Darwin (ppc)"
"3","DragonFlyBSD (amd64)"
"5","FreeBSD (aarch64)"
"590","FreeBSD (amd64)"
"28","FreeBSD (i386)"
"140","HP-UX (IA64N)"
"11","HP-UX (IA64W)"
"5","HP-UX (PA_RISC2.0)"
"1","HP-UX (PA_RISC2.0W)"
"2","HP-UX (ia64)"
"15974","Linux (aarch64)"
"600081","Linux (amd64)"
"1951","Linux (arm)"
"1","Linux (e2k)"
"2628","Linux (i386)"
"113","Linux (loongarch64)"
"36","Linux (mips64el)"
"8","Linux (ppc)"
"44","Linux (ppc64)"
"544","Linux (ppc64le)"
"208","Linux (riscv64)"
"1","Linux (s390)"
"333","Linux (s390x)"
"65","Linux (sw64)"
"16","Linux (x86)"
"14023","Mac OS X (aarch64)"
"3","Mac OS X (arm64)"
"14259","Mac OS X (x86_64)"
"374881","N/A"
"3","NONSTOP_KERNEL (IA64N)"
"6","NONSTOP_KERNEL (amd64)"
"10","NONSTOP_KERNEL (x86_64N)"
"4","NetBSD (amd64)"
"1","NetBSD (i386)"
"1","OS/400 (ppc)"
"115","OS/400 (ppc64)"
"8","OS400 (ppc64)"
"4","OpenBSD (aarch64)"
"26","OpenBSD (amd64)"
"1","QNX (aarch64)"
"1","QNX (amd64)"
"264","SunOS (amd64)"
"27","SunOS (sparc)"
"589","SunOS (sparcv9)"
"44","SunOS (x86)"
"1","Windows 10 (aarch64)"
"62727","Windows 10 (amd64)"
"3333","Windows 10 (x86)"
"37","Windows 11 (aarch64)"
"25868","Windows 11 (amd64)"
"324","Windows 11 (x86)"
"11","Windows 2003 (amd64)"
"72","Windows 2003 (x86)"
"1834","Windows 7 (amd64)"
"716","Windows 7 (x86)"
"38","Windows 8 (amd64)"
"22","Windows 8 (x86)"
"243","Windows 8.1 (amd64)"
"169","Windows 8.1 (x86)"
"803","Windows NT (unknown) (amd64)"
"418","Windows NT (unknown) (x86)"
"16","Windows Server 2008 (amd64)"
"38","Windows Server 2008 (x86)"
"1461","Windows Server 2008 R2 (amd64)"
"393","Windows Server 2008 R2 (x86)"
"677","Windows Server 2012 (amd64)"
"135","Windows Server 2012 (x86)"
"5626","Windows Server 2012 R2 (amd64)"
"1061","Windows Server 2012 R2 (x86)"
"26011","Windows Server 2016 (amd64)"
"2108","Windows Server 2016 (x86)"
"4","Windows Server 2016 Standard (amd64)"
"32399","Windows Server 2019 (amd64)"
"767","Windows Server 2019 (x86)"
"20586","Windows Server 2022 (amd64)"
"211","Windows Server 2022 (x86)"
"127","Windows Server 2025 (amd64)"
"1","Windows Server 2025 (x86)"
"20","Windows Server version 2009 (amd64)"
"26","Windows Vista (x86)"
"69","Windows XP (x86)"
"285","z/OS (s390x)"
