"0","7498"
"1","12417"
"2","132998"
"3","15534"
"4","17112"
"5","14320"
"6","8576"
"7","4322"
"8","7375"
"9","2652"
"10","9641"
"11","2134"
"12","3430"
"13","1609"
"14","1798"
"15","2366"
"16","2174"
"17","1181"
"18","1271"
"19","874"
"20","3600"
"21","889"
"22","1058"
"23","698"
"24","983"
"25","942"
"26","712"
"27","604"
"28","570"
"29","456"
"30","1277"
"31","437"
"32","779"
"33","435"
"34","416"
"35","494"
"36","457"
"37","349"
"38","340"
"39","261"
"40","942"
"41","305"
"42","327"
"43","255"
"44","274"
"45","339"
"46","238"
"47","216"
"48","305"
"49","187"
"50","799"
"51","220"
"52","248"
"53","199"
"54","194"
"55","200"
"56","181"
"57","160"
"58","182"
"59","124"
"60","502"
"61","133"
"62","175"
"63","111"
"64","188"
"65","141"
"66","159"
"67","133"
"68","129"
"69","90"
"70","184"
"71","123"
"72","129"
"73","102"
"74","90"
"75","123"
"76","89"
"77","87"
"78","95"
"79","70"
"80","189"
"81","83"
"82","115"
"83","84"
"84","88"
"85","92"
"86","80"
"87","71"
"88","96"
"89","66"
"90","107"
"91","52"
"92","86"
"93","58"
"94","65"
"95","73"
"96","77"
"97","48"
"98","66"
"99","56"
"100","364"
"101","63"
"102","81"
"103","61"
"104","71"
"105","58"
"106","55"
"107","57"
"108","74"
"109","45"
"110","94"
"111","54"
"112","66"
"113","38"
"114","46"
"115","47"
"116","38"
"117","38"
"118","26"
"119","36"
"120","84"
"121","55"
"122","60"
"123","39"
"124","39"
"125","36"
"126","41"
"127","41"
"128","63"
"129","26"
"130","63"
"131","36"
"132","34"
"133","32"
"134","33"
"135","38"
"136","35"
"137","23"
"138","25"
"139","25"
"140","43"
"141","30"
"142","23"
"143","29"
"144","31"
"145","21"
"146","44"
"147","34"
"148","38"
"149","18"
"150","92"
"151","29"
"152","24"
"153","20"
"154","19"
"155","36"
"156","30"
"157","23"
"158","18"
"159","23"
"160","40"
"161","24"
"162","21"
"163","19"
"164","16"
"165","20"
"166","18"
"167","21"
"168","23"
"169","17"
"170","32"
"171","24"
"172","19"
"173","21"
"174","16"
"175","23"
"176","19"
"177","18"
"178","22"
"179","22"
"180","21"
"181","14"
"182","20"
"183","14"
"184","17"
"185","27"
"186","16"
"187","26"
"188","16"
"189","15"
"190","19"
"191","15"
"192","16"
"193","17"
"194","15"
"195","13"
"196","20"
"197","14"
"198","13"
"199","16"
"200","76"
"201","22"
"202","20"
"203","15"
"204","16"
"205","10"
"206","10"
"207","12"
"208","14"
"209","8"
"210","17"
"211","17"
"212","15"
"213","11"
"214","16"
"215","15"
"216","19"
"217","6"
"218","18"
"219","17"
"220","22"
"221","14"
"222","13"
"223","15"
"224","17"
"225","13"
"226","11"
"227","5"
"228","13"
"229","9"
"230","25"
"231","14"
"232","8"
"233","9"
"234","12"
"235","5"
"236","16"
"237","7"
"238","11"
"239","12"
"240","23"
"241","8"
"242","16"
"243","10"
"244","10"
"245","8"
"246","9"
"247","9"
"248","6"
"249","8"
"250","17"
"251","9"
"252","14"
"253","11"
"254","15"
"255","17"
"256","11"
"257","6"
"258","12"
"259","6"
"260","16"
"261","7"
"262","10"
"263","11"
"264","7"
"265","11"
"266","8"
"267","8"
"268","9"
"269","11"
"270","8"
"271","5"
"272","5"
"273","5"
"274","13"
"275","6"
"276","5"
"277","8"
"278","4"
"279","5"
"280","11"
"281","9"
"282","11"
"283","5"
"284","8"
"285","5"
"286","10"
"287","8"
"288","9"
"289","8"
"290","16"
"291","4"
"292","6"
"293","5"
"294","9"
"295","7"
"296","8"
"297","6"
"298","6"
"299","4"
"300","24"
"301","5"
"302","10"
"303","10"
"304","10"
"305","9"
"306","3"
"307","8"
"308","10"
"309","10"
"310","10"
"311","8"
"312","7"
"313","7"
"314","7"
"315","2"
"316","2"
"317","6"
"318","5"
"319","12"
"320","9"
"321","7"
"322","4"
"323","5"
"324","3"
"325","8"
"326","5"
"327","4"
"328","6"
"329","3"
"330","8"
"331","7"
"332","5"
"333","5"
"334","2"
"335","6"
"336","3"
"337","13"
"338","3"
"339","5"
"340","10"
"341","4"
"342","8"
"343","8"
"344","6"
"345","4"
"347","3"
"348","5"
"349","4"
"350","8"
"351","9"
"352","6"
"353","1"
"354","8"
"355","4"
"356","9"
"357","6"
"358","2"
"359","3"
"360","8"
"361","3"
"362","15"
"363","4"
"364","5"
"365","7"
"366","2"
"367","2"
"368","2"
"369","2"
"370","10"
"371","1"
"372","4"
"373","3"
"374","5"
"375","4"
"376","5"
"377","5"
"378","3"
"379","8"
"380","2"
"381","7"
"382","5"
"383","4"
"384","4"
"385","3"
"386","4"
"387","6"
"388","2"
"389","4"
"390","8"
"391","2"
"392","5"
"393","2"
"394","2"
"395","4"
"396","4"
"397","4"
"398","4"
"399","2"
"400","14"
"401","5"
"402","6"
"403","1"
"404","7"
"405","6"
"407","6"
"408","6"
"409","2"
"410","5"
"411","3"
"412","3"
"414","2"
"415","4"
"417","1"
"418","1"
"419","4"
"420","8"
"421","5"
"422","4"
"423","2"
"424","4"
"425","7"
"426","2"
"427","2"
"428","3"
"429","4"
"430","3"
"431","3"
"432","4"
"433","5"
"434","2"
"435","5"
"436","3"
"437","2"
"438","2"
"439","3"
"440","6"
"441","1"
"442","1"
"443","4"
"444","6"
"445","3"
"446","2"
"447","1"
"450","7"
"451","2"
"452","3"
"453","4"
"454","2"
"455","4"
"456","2"
"457","2"
"458","5"
"459","3"
"460","5"
"461","3"
"462","2"
"463","7"
"464","3"
"465","5"
"466","1"
"467","4"
"468","4"
"469","1"
"470","3"
"471","1"
"472","3"
"473","4"
"475","1"
"477","3"
"478","2"
"479","4"
"480","3"
"482","4"
"484","1"
"485","2"
"486","1"
"487","4"
"488","3"
"489","3"
"490","3"
"491","3"
"492","4"
"493","1"
"494","3"
"495","3"
"496","1"
"497","4"
"498","2"
"499","3"
"500","13"
"501","9"
"502","4"
"503","4"
"504","2"
"505","3"
"507","2"
"508","1"
"510","3"
"511","1"
"512","6"
"514","1"
"515","2"
"516","1"
"517","1"
"518","4"
"519","1"
"520","3"
"521","3"
"522","4"
"523","1"
"524","1"
"525","2"
"526","1"
"527","1"
"528","1"
"529","1"
"530","3"
"531","2"
"532","4"
"533","3"
"534","3"
"535","2"
"536","1"
"538","1"
"539","2"
"540","4"
"541","3"
"542","1"
"543","5"
"544","1"
"545","3"
"548","1"
"549","1"
"550","5"
"551","1"
"552","1"
"553","2"
"554","3"
"555","1"
"556","2"
"558","3"
"560","6"
"561","3"
"562","5"
"563","1"
"564","1"
"565","2"
"566","1"
"567","2"
"568","3"
"570","3"
"571","6"
"572","3"
"573","1"
"578","2"
"579","1"
"580","5"
"581","1"
"582","1"
"583","1"
"584","1"
"585","4"
"586","1"
"588","1"
"590","3"
"592","4"
"594","1"
"595","4"
"597","1"
"598","1"
"599","1"
"600","7"
"601","3"
"602","2"
"603","3"
"604","1"
"605","1"
"606","1"
"607","2"
"609","2"
"610","2"
"611","2"
"612","1"
"613","1"
"614","1"
"615","2"
"616","2"
"617","2"
"618","3"
"619","1"
"620","4"
"622","1"
"623","6"
"624","2"
"625","2"
"626","4"
"627","2"
"628","2"
"629","1"
"630","2"
"631","2"
"632","1"
"633","1"
"634","1"
"635","1"
"637","2"
"639","2"
"640","2"
"642","3"
"643","1"
"645","3"
"646","2"
"647","2"
"649","1"
"650","1"
