"21","AIX (ppc)"
"1459","AIX (ppc64)"
"10","FreeBSD (aarch64)"
"614","FreeBSD (amd64)"
"15","FreeBSD (i386)"
"130","HP-UX (IA64N)"
"26","HP-UX (IA64W)"
"1","HP-UX (PA_RISC2.0)"
"1","HP-UX (PA_RISC2.0W)"
"3","HP-UX (ia64)"
"16309","Linux (aarch64)"
"581560","Linux (amd64)"
"2139","Linux (arm)"
"2","Linux (e2k)"
"2529","Linux (i386)"
"99","Linux (loongarch64)"
"34","Linux (mips64el)"
"8","Linux (ppc)"
"54","Linux (ppc64)"
"554","Linux (ppc64le)"
"43","Linux (riscv64)"
"1","Linux (s390)"
"290","Linux (s390x)"
"21","Linux (sw64)"
"7","Linux (x86)"
"14725","Mac OS X (aarch64)"
"3","Mac OS X (arm64)"
"13320","Mac OS X (x86_64)"
"351786","N/A"
"3","NONSTOP_KERNEL (IA64N)"
"4","NONSTOP_KERNEL (amd64)"
"3","NONSTOP_KERNEL (x86_64N)"
"3","NetBSD (amd64)"
"1","NetBSD (i386)"
"1","OS/400 (ppc)"
"131","OS/400 (ppc64)"
"8","OS400 (ppc64)"
"2","OpenBSD (aarch64)"
"27","OpenBSD (amd64)"
"1","QNX (aarch64)"
"1","QNX (amd64)"
"244","SunOS (amd64)"
"31","SunOS (sparc)"
"560","SunOS (sparcv9)"
"44","SunOS (x86)"
"54983","Windows 10 (amd64)"
"3117","Windows 10 (x86)"
"34","Windows 11 (aarch64)"
"32656","Windows 11 (amd64)"
"339","Windows 11 (x86)"
"10","Windows 2003 (amd64)"
"61","Windows 2003 (x86)"
"1660","Windows 7 (amd64)"
"685","Windows 7 (x86)"
"34","Windows 8 (amd64)"
"24","Windows 8 (x86)"
"198","Windows 8.1 (amd64)"
"170","Windows 8.1 (x86)"
"697","Windows NT (unknown) (amd64)"
"391","Windows NT (unknown) (x86)"
"18","Windows Server 2008 (amd64)"
"41","Windows Server 2008 (x86)"
"1379","Windows Server 2008 R2 (amd64)"
"352","Windows Server 2008 R2 (x86)"
"686","Windows Server 2012 (amd64)"
"117","Windows Server 2012 (x86)"
"5085","Windows Server 2012 R2 (amd64)"
"952","Windows Server 2012 R2 (x86)"
"24382","Windows Server 2016 (amd64)"
"1867","Windows Server 2016 (x86)"
"4","Windows Server 2016 Standard (amd64)"
"31210","Windows Server 2019 (amd64)"
"1083","Windows Server 2019 (x86)"
"1","Windows Server 2022 (aarch64)"
"21866","Windows Server 2022 (amd64)"
"266","Windows Server 2022 (x86)"
"764","Windows Server 2025 (amd64)"
"1","Windows Server 2025 (x86)"
"25","Windows Server version 2009 (amd64)"
"1","Windows XP (amd64)"
"66","Windows XP (x86)"
"1","ZscalerOS (amd64)"
"255","z/OS (s390x)"
