"35","AIX (ppc)"
"1552","AIX (ppc64)"
"1","DragonFlyBSD (amd64)"
"12","FreeBSD (aarch64)"
"578","FreeBSD (amd64)"
"22","FreeBSD (i386)"
"164","HP-UX (IA64N)"
"32","HP-UX (IA64W)"
"7","HP-UX (PA_RISC2.0)"
"1","HP-UX (PA_RISC2.0W)"
"1","HP-UX (ia64)"
"1","Haiku (amd64)"
"14515","Linux (aarch64)"
"612104","Linux (amd64)"
"1307","Linux (arm)"
"4","Linux (e2k)"
"2852","Linux (i386)"
"101","Linux (loongarch64)"
"37","Linux (mips64el)"
"10","Linux (ppc)"
"24","Linux (ppc64)"
"499","Linux (ppc64le)"
"71","Linux (riscv64)"
"1","Linux (s390)"
"312","Linux (s390x)"
"22","Linux (sw64)"
"17","Linux (x86)"
"1","Linux (zArch_64)"
"12951","Mac OS X (aarch64)"
"16555","Mac OS X (x86_64)"
"388663","N/A"
"3","NONSTOP_KERNEL (IA64N)"
"3","NONSTOP_KERNEL (amd64)"
"7","NONSTOP_KERNEL (x86_64N)"
"2","NetBSD (amd64)"
"1","NetBSD (i386)"
"99","OS/400 (ppc64)"
"7","OS400 (ppc64)"
"2","OpenBSD (aarch64)"
"31","OpenBSD (amd64)"
"1","QNX (amd64)"
"267","SunOS (amd64)"
"27","SunOS (sparc)"
"664","SunOS (sparcv9)"
"44","SunOS (x86)"
"68235","Windows 10 (amd64)"
"4089","Windows 10 (x86)"
"23","Windows 11 (aarch64)"
"20005","Windows 11 (amd64)"
"267","Windows 11 (x86)"
"5","Windows 2003 (amd64)"
"80","Windows 2003 (x86)"
"2233","Windows 7 (amd64)"
"799","Windows 7 (x86)"
"38","Windows 8 (amd64)"
"35","Windows 8 (x86)"
"312","Windows 8.1 (amd64)"
"173","Windows 8.1 (x86)"
"971","Windows NT (unknown) (amd64)"
"405","Windows NT (unknown) (x86)"
"60","Windows Server 2008 (amd64)"
"47","Windows Server 2008 (x86)"
"1679","Windows Server 2008 R2 (amd64)"
"465","Windows Server 2008 R2 (x86)"
"509","Windows Server 2012 (amd64)"
"152","Windows Server 2012 (x86)"
"7071","Windows Server 2012 R2 (amd64)"
"1288","Windows Server 2012 R2 (x86)"
"30618","Windows Server 2016 (amd64)"
"2706","Windows Server 2016 (x86)"
"4","Windows Server 2016 Standard (amd64)"
"33974","Windows Server 2019 (amd64)"
"1411","Windows Server 2019 (x86)"
"1","Windows Server 2022 (aarch64)"
"16541","Windows Server 2022 (amd64)"
"227","Windows Server 2022 (x86)"
"17","Windows Server version 2009 (amd64)"
"26","Windows Vista (x86)"
"1","Windows XP (amd64)"
"79","Windows XP (x86)"
"226","z/OS (s390x)"
