"1.403","1"
"1.408","1"
"1.409.1","1"
"1.409.3","1"
"1.410","1"
"1.411","1"
"1.424","1"
"1.424.6","2"
"1.428","2"
"1.429","1"
"1.430","1"
"1.431","1"
"1.432","1"
"1.433","1"
"1.436","1"
"1.437","2"
"1.438","1"
"1.439","1"
"1.440","3"
"1.441","1"
"1.442","1"
"1.443","1"
"1.446","1"
"1.447","1"
"1.447.1","2"
"1.447.2","2"
"1.450","6"
"1.451","1"
"1.454","4"
"1.455","1"
"1.456","1"
"1.457","1"
"1.458","1"
"1.460","3"
"1.461","2"
"1.464","1"
"1.465","2"
"1.466","2"
"1.466.2","3"
"1.467","2"
"1.471","1"
"1.472","4"
"1.474","3"
"1.475","6"
"1.476","1"
"1.477","1"
"1.478","1"
"1.480.3","5"
"1.482","1"
"1.483","1"
"1.484","2"
"1.485","1"
"1.487","1"
"1.488","2"
"1.489","2"
"1.491","2"
"1.494","3"
"1.496","2"
"1.498","2"
"1.499","3"
"1.500","3"
"1.501","1"
"1.502","1"
"1.503","1"
"1.504","1"
"1.505","6"
"1.509","3"
"1.509.3","1"
"1.509.4","3"
"1.510","6"
"1.511","3"
"1.512","11"
"1.514","3"
"1.515","2"
"1.516","1"
"1.517","4"
"1.521","3"
"1.523","2"
"1.524","1"
"1.525","1"
"1.526","1"
"1.527","3"
"1.528","2"
"1.529","5"
"1.530","2"
"1.531","5"
"1.532.1","8"
"1.532.2","10"
"1.532.3","2"
"1.533","1"
"1.534","4"
"1.535","3"
"1.536","2"
"1.537","1"
"1.538","5"
"1.539","8"
"1.541","3"
"1.542","4"
"1.543","2"
"1.544","3"
"1.546","3"
"1.547","2"
"1.548","4"
"1.549","7"
"1.550","2"
"1.551","5"
"1.552","4"
"1.553","6"
"1.554","1"
"1.554.1","2"
"1.554.2","2"
"1.554.3","7"
"1.555","7"
"1.556","2"
"1.557","2"
"1.558","4"
"1.559","5"
"1.560","5"
"1.561","2"
"1.562","1"
"1.563","4"
"1.564","2"
"1.565","10"
"1.565.1","6"
"1.565.2","4"
"1.565.3","6"
"1.566","5"
"1.567","6"
"1.568","16"
"1.569","8"
"1.570","5"
"1.571","7"
"1.572","6"
"1.573","6"
"1.574","29"
"1.575","5"
"1.576","1"
"1.577","4"
"1.578","5"
"1.579","10"
"1.580","6"
"1.580.1","9"
"1.580.2","5"
"1.580.3","16"
"1.581","9"
"1.582","2"
"1.583","9"
"1.584","10"
"1.585","3"
"1.586","4"
"1.587","2"
"1.588","14"
"1.589","4"
"1.590","15"
"1.591","4"
"1.592","6"
"1.593","7"
"1.594","7"
"1.595","13"
"1.596","17"
"1.596.1","5"
"1.596.2","12"
"1.596.3","14"
"1.597","7"
"1.598","24"
"1.599","15"
"1.600","5"
"1.601","6"
"1.602","11"
"1.604","2"
"1.605","10"
"1.606","16"
"1.607","18"
"1.608","8"
"1.609","20"
"1.609.1","8"
"1.609.2","16"
"1.609.3","46"
"1.610","13"
"1.611","26"
"1.612","9"
"1.613","16"
"1.614","10"
"1.615","10"
"1.616","8"
"1.617","42"
"1.618","9"
"1.619","6"
"1.620","21"
"1.621","4"
"1.622","4"
"1.623","8"
"1.624","13"
"1.625","5"
"1.625.1","13"
"1.625.2","7"
"1.625.3","32"
"1.626","9"
"1.627","7"
"1.628","16"
"1.629","11"
"1.630","15"
"1.631","12"
"1.632","13"
"1.633","8"
"1.634","15"
"1.635","12"
"1.636","11"
"1.637","8"
"1.638","22"
"1.639","10"
"1.640","17"
"1.641","6"
"1.642","10"
"1.642.1","22"
"1.642.4","42"
"1.643","28"
"1.644","26"
"1.651.1","43"
"1.651.2","62"
"1.651.3","135"
"1.653","16"
"1.654","9"
"1.655","13"
"1.656","28"
"1.658","40"
"2.0-rc-1","2"
"2.0","16"
"2.1","6"
"2.2","4"
"2.3","11"
"2.4","2"
"2.5","5"
"2.6","14"
"2.7","15"
"2.7.1","42"
"2.7.2","42"
"2.7.3","19"
"2.7.4","80"
"2.8","27"
"2.9","32"
"2.10","13"
"2.11","9"
"2.12","9"
"2.13","6"
"2.14","9"
"2.15","10"
"2.16","5"
"2.17","3"
"2.18","4"
"2.19","12"
"2.19.1","32"
"2.19.2","16"
"2.19.3","17"
"2.19.4","36"
"2.20","8"
"2.21","5"
"2.22","3"
"2.23","9"
"2.24","4"
"2.25","5"
"2.26","6"
"2.27","9"
"2.28","3"
"2.29","1"
"2.30","6"
"2.31","5"
"2.32","12"
"2.32.1","42"
"2.32.2","45"
"2.32.3","43"
"2.33","7"
"2.34","8"
"2.35","16"
"2.36","7"
"2.37","5"
"2.38","7"
"2.39","7"
"2.40","9"
"2.41","21"
"2.42","6"
"2.43","1"
"2.44","4"
"2.45","7"
"2.46","5"
"2.46.1","59"
"2.46.2","72"
"2.46.3","86"
"2.47","4"
"2.48","4"
"2.49","10"
"2.50","10"
"2.51","7"
"2.52","6"
"2.53","21"
"2.54","8"
"2.55","10"
"2.56","1"
"2.57","3"
"2.58","1"
"2.60","7"
"2.60.1","44"
"2.60.2","41"
"2.60.3","107"
"2.61","6"
"2.62","8"
"2.63","4"
"2.64","10"
"2.65","13"
"2.66","9"
"2.67","8"
"2.68","13"
"2.69","9"
"2.70","10"
"2.71","9"
"2.72","4"
"2.73","15"
"2.73.1","34"
"2.73.2","51"
"2.73.3","111"
"2.74","11"
"2.75","7"
"2.76","9"
"2.77","14"
"2.78","10"
"2.79","7"
"2.80","2"
"2.81","4"
"2.82","12"
"2.83","6"
"2.84","10"
"2.85","13"
"2.86","20"
"2.87","11"
"2.88","5"
"2.89","15"
"2.89.1","17"
"2.89.2","80"
"2.89.3","81"
"2.89.4","157"
"2.90","13"
"2.91","10"
"2.92","7"
"2.93","9"
"2.94","4"
"2.95","19"
"2.96","2"
"2.97","11"
"2.98","7"
"2.99","12"
"2.100","6"
"2.101","20"
"2.102","7"
"2.103","8"
"2.104","3"
"2.105","9"
"2.106","4"
"2.107","10"
"2.107.1","74"
"2.107.2","75"
"2.107.3","131"
