"9","AIX (ppc)"
"1302","AIX (ppc64)"
"3","DragonFlyBSD (amd64)"
"8","FreeBSD (aarch64)"
"566","FreeBSD (amd64)"
"3","FreeBSD (i386)"
"96","HP-UX (IA64N)"
"8","HP-UX (IA64W)"
"1","HP-UX (ia64)"
"1","Linux (aarch32)"
"18009","Linux (aarch64)"
"558354","Linux (amd64)"
"2104","Linux (arm)"
"1","Linux (e2k)"
"2248","Linux (i386)"
"122","Linux (loongarch64)"
"25","Linux (mips64el)"
"38","Linux (ppc64)"
"508","Linux (ppc64le)"
"81","Linux (riscv64)"
"1","Linux (s390)"
"269","Linux (s390x)"
"21","Linux (sw64)"
"7","Linux (x86)"
"15316","Mac OS X (aarch64)"
"3","Mac OS X (arm64)"
"11445","Mac OS X (x86_64)"
"345256","N/A"
"3","NONSTOP_KERNEL (IA64N)"
"3","NONSTOP_KERNEL (amd64)"
"2","NONSTOP_KERNEL (x86_64N)"
"3","NetBSD (amd64)"
"1","NetBSD (i386)"
"1","OS/400 (ppc)"
"128","OS/400 (ppc64)"
"8","OS400 (ppc64)"
"2","OpenBSD (aarch64)"
"21","OpenBSD (amd64)"
"223","SunOS (amd64)"
"6","SunOS (sparc)"
"417","SunOS (sparcv9)"
"3","SunOS (x86)"
"1","Windows 10 (aarch64)"
"38175","Windows 10 (amd64)"
"2055","Windows 10 (x86)"
"48","Windows 11 (aarch64)"
"45698","Windows 11 (amd64)"
"294","Windows 11 (x86)"
"7","Windows 2003 (amd64)"
"27","Windows 2003 (x86)"
"1","Windows 2022 (amd64)"
"1322","Windows 7 (amd64)"
"548","Windows 7 (x86)"
"15","Windows 8 (amd64)"
"9","Windows 8 (x86)"
"152","Windows 8.1 (amd64)"
"113","Windows 8.1 (x86)"
"649","Windows NT (unknown) (amd64)"
"286","Windows NT (unknown) (x86)"
"10","Windows Server 2008 (amd64)"
"23","Windows Server 2008 (x86)"
"1018","Windows Server 2008 R2 (amd64)"
"219","Windows Server 2008 R2 (x86)"
"285","Windows Server 2012 (amd64)"
"49","Windows Server 2012 (x86)"
"4117","Windows Server 2012 R2 (amd64)"
"648","Windows Server 2012 R2 (x86)"
"23707","Windows Server 2016 (amd64)"
"1506","Windows Server 2016 (x86)"
"4","Windows Server 2016 Standard (amd64)"
"29221","Windows Server 2019 (amd64)"
"1037","Windows Server 2019 (x86)"
"1","Windows Server 2022 (aarch64)"
"22874","Windows Server 2022 (amd64)"
"181","Windows Server 2022 (x86)"
"1280","Windows Server 2025 (amd64)"
"2","Windows Server 2025 (x86)"
"3","Windows Server version 2009 (amd64)"
"1","Windows Vista (x86)"
"40","Windows XP (x86)"
"34","WindowsServer2016 (amd64)"
"1","z/OS (s390)"
"295","z/OS (s390x)"
