"27","AIX (ppc)"
"1650","AIX (ppc64)"
"11","FreeBSD (aarch64)"
"597","FreeBSD (amd64)"
"12","FreeBSD (i386)"
"158","HP-UX (IA64N)"
"33","HP-UX (IA64W)"
"8","HP-UX (PA_RISC2.0)"
"1","HP-UX (PA_RISC2.0W)"
"13856","Linux (aarch64)"
"597407","Linux (amd64)"
"2082","Linux (arm)"
"2","Linux (e2k)"
"2802","Linux (i386)"
"102","Linux (loongarch64)"
"38","Linux (mips64el)"
"6","Linux (ppc)"
"37","Linux (ppc64)"
"538","Linux (ppc64le)"
"71","Linux (riscv64)"
"347","Linux (s390x)"
"23","Linux (sw64)"
"19","Linux (x86)"
"13840","Mac OS X (aarch64)"
"15774","Mac OS X (x86_64)"
"2","MidnightBSD (amd64)"
"1","MidnightBSD (i386)"
"372023","N/A"
"3","NONSTOP_KERNEL (IA64N)"
"3","NONSTOP_KERNEL (amd64)"
"4","NONSTOP_KERNEL (x86_64N)"
"2","NetBSD (amd64)"
"1","NetBSD (i386)"
"1","OS/400 (ppc)"
"112","OS/400 (ppc64)"
"10","OS400 (ppc64)"
"2","OpenBSD (aarch64)"
"28","OpenBSD (amd64)"
"1","QNX (aarch64)"
"1","QNX (amd64)"
"262","SunOS (amd64)"
"28","SunOS (sparc)"
"610","SunOS (sparcv9)"
"42","SunOS (x86)"
"1","Windows 10 (aarch64)"
"67056","Windows 10 (amd64)"
"3945","Windows 10 (x86)"
"25","Windows 11 (aarch64)"
"20169","Windows 11 (amd64)"
"286","Windows 11 (x86)"
"8","Windows 2003 (amd64)"
"63","Windows 2003 (x86)"
"2117","Windows 7 (amd64)"
"751","Windows 7 (x86)"
"49","Windows 8 (amd64)"
"29","Windows 8 (x86)"
"286","Windows 8.1 (amd64)"
"189","Windows 8.1 (x86)"
"948","Windows NT (unknown) (amd64)"
"376","Windows NT (unknown) (x86)"
"63","Windows Server 2008 (amd64)"
"45","Windows Server 2008 (x86)"
"1586","Windows Server 2008 R2 (amd64)"
"437","Windows Server 2008 R2 (x86)"
"732","Windows Server 2012 (amd64)"
"143","Windows Server 2012 (x86)"
"6800","Windows Server 2012 R2 (amd64)"
"1247","Windows Server 2012 R2 (x86)"
"29300","Windows Server 2016 (amd64)"
"2646","Windows Server 2016 (x86)"
"4","Windows Server 2016 Standard (amd64)"
"34547","Windows Server 2019 (amd64)"
"1448","Windows Server 2019 (x86)"
"1","Windows Server 2022 (aarch64)"
"16201","Windows Server 2022 (amd64)"
"238","Windows Server 2022 (x86)"
"20","Windows Server version 2009 (amd64)"
"26","Windows Vista (x86)"
"1","Windows XP (amd64)"
"87","Windows XP (x86)"
"261","z/OS (s390x)"
