"com-github-mjdetullio-jenkins-plugins-multibranch-IvyMultiBranchProject","1"
"com-google-jenkins-plugins-dsl-YamlProject","2"
"hudson-plugins-customer-data-template-DependencyStyleProject","2"
"org-jenkinsci-plugins-jobexecutors-toplevelitems-StoreVersion","2"
"org-jenkinsci-plugins-updatebot-ImportGithubRepoProject","2"
"hudson-plugins-customer-data-template-DataWarehouseStyleProject","5"
"org-jenkinsci-plugins-coordinator-dummy-model-CoordinatorProject","5"
"org-jenkinsci-plugins-drupal-projects-DrupalProject","5"
"org-jenkinsci-plugins-jobexecutors-toplevelitems-PortalNotifier","5"
"com-barchart-jenkins-cascade-CascadeProject","19"
"org-jvnet-hudson-plugins-ade-project-IfarmProject","25"
"com-github-mjdetullio-jenkins-plugins-multibranch-MatrixMultiBranchProject","42"
"hudson-plugin-smartjob-SmartJob","46"
"captmorgan-ExternalProject","158"
"com-github-mjdetullio-jenkins-plugins-multibranch-FreeStyleMultiBranchProject","557"
"org-jenkinsci-plugins-coordinator-model-CoordinatorProject","573"
"com-github-mjdetullio-jenkins-plugins-multibranch-MavenMultiBranchProject","576"
"org-jenkinsci-plugins-jobgenerator-JobGenerator","902"
"hudson-ivy-IvyModuleSet","2107"
"hudson-model-ExternalJob","4664"
"hudson-plugins-project_inheritance-projects-InheritanceProject","6439"
"com-cloudbees-plugins-flow-BuildFlow","15020"
"org-jenkinsci-plugins-pipeline-multibranch-defaults-PipelineMultiBranchDefaultsProject","19462"
"jenkins-branch-OrganizationFolder","56728"
"hudson-matrix-MatrixProject","225593"
"com-tikal-jenkins-plugins-multijob-MultiJobProject","556940"
"hudson-maven-MavenModuleSet","1875465"
"org-jenkinsci-plugins-workflow-multibranch-WorkflowMultiBranchProject","2107976"
"com-cloudbees-hudson-plugins-folder-Folder","3054358"
"hudson-model-FreeStyleProject","19027666"
"org-jenkinsci-plugins-workflow-job-WorkflowJob","54472852"
