"29","AIX (ppc)"
"1383","AIX (ppc64)"
"8","FreeBSD (aarch64)"
"576","FreeBSD (amd64)"
"13","FreeBSD (i386)"
"128","HP-UX (IA64N)"
"26","HP-UX (IA64W)"
"2","HP-UX (PA_RISC2.0)"
"1","HP-UX (ia64)"
"16584","Linux (aarch64)"
"588417","Linux (amd64)"
"2048","Linux (arm)"
"1","Linux (e2k)"
"2479","Linux (i386)"
"101","Linux (loongarch64)"
"35","Linux (mips64el)"
"9","Linux (ppc)"
"46","Linux (ppc64)"
"541","Linux (ppc64le)"
"63","Linux (riscv64)"
"1","Linux (s390)"
"254","Linux (s390x)"
"20","Linux (sw64)"
"6","Linux (x86)"
"14829","Mac OS X (aarch64)"
"3","Mac OS X (arm64)"
"13593","Mac OS X (x86_64)"
"377702","N/A"
"4","NONSTOP_KERNEL (IA64N)"
"4","NONSTOP_KERNEL (amd64)"
"4","NONSTOP_KERNEL (x86_64N)"
"3","NetBSD (amd64)"
"1","NetBSD (i386)"
"1","OS/400 (ppc)"
"116","OS/400 (ppc64)"
"8","OS400 (ppc64)"
"2","OpenBSD (aarch64)"
"25","OpenBSD (amd64)"
"1","QNX (aarch64)"
"1","QNX (amd64)"
"244","SunOS (amd64)"
"27","SunOS (sparc)"
"513","SunOS (sparcv9)"
"11","SunOS (x86)"
"52603","Windows 10 (amd64)"
"2802","Windows 10 (x86)"
"36","Windows 11 (aarch64)"
"33482","Windows 11 (amd64)"
"236","Windows 11 (x86)"
"7","Windows 2003 (amd64)"
"55","Windows 2003 (x86)"
"1706","Windows 7 (amd64)"
"608","Windows 7 (x86)"
"26","Windows 8 (amd64)"
"25","Windows 8 (x86)"
"209","Windows 8.1 (amd64)"
"153","Windows 8.1 (x86)"
"684","Windows NT (unknown) (amd64)"
"300","Windows NT (unknown) (x86)"
"14","Windows Server 2008 (amd64)"
"38","Windows Server 2008 (x86)"
"1336","Windows Server 2008 R2 (amd64)"
"324","Windows Server 2008 R2 (x86)"
"661","Windows Server 2012 (amd64)"
"114","Windows Server 2012 (x86)"
"4830","Windows Server 2012 R2 (amd64)"
"868","Windows Server 2012 R2 (x86)"
"24060","Windows Server 2016 (amd64)"
"1787","Windows Server 2016 (x86)"
"4","Windows Server 2016 Standard (amd64)"
"29895","Windows Server 2019 (amd64)"
"1073","Windows Server 2019 (x86)"
"1","Windows Server 2022 (aarch64)"
"22555","Windows Server 2022 (amd64)"
"162","Windows Server 2022 (x86)"
"1258","Windows Server 2025 (amd64)"
"1","Windows Server 2025 (x86)"
"24","Windows Server version 2009 (amd64)"
"4","Windows Vista (x86)"
"2","Windows XP (amd64)"
"64","Windows XP (x86)"
"38","WindowsServer2016 (amd64)"
"1","ZscalerOS (amd64)"
"295","z/OS (s390x)"
