"19","AIX (ppc)"
"1447","AIX (ppc64)"
"13","FreeBSD (aarch64)"
"584","FreeBSD (amd64)"
"6","FreeBSD (i386)"
"145","HP-UX (IA64N)"
"31","HP-UX (IA64W)"
"7","HP-UX (PA_RISC2.0)"
"1","HP-UX (PA_RISC2.0W)"
"1","HP-UX (ia64)"
"14343","Linux (aarch64)"
"575484","Linux (amd64)"
"1992","Linux (arm)"
"1","Linux (e2k)"
"2730","Linux (i386)"
"137","Linux (loongarch64)"
"32","Linux (mips64el)"
"8","Linux (ppc)"
"44","Linux (ppc64)"
"491","Linux (ppc64le)"
"55","Linux (riscv64)"
"287","Linux (s390x)"
"56","Linux (sw64)"
"15","Linux (x86)"
"12541","Mac OS X (aarch64)"
"15077","Mac OS X (x86_64)"
"2","MidnightBSD (amd64)"
"1","MidnightBSD (i386)"
"356945","N/A"
"3","NONSTOP_KERNEL (IA64N)"
"6","NONSTOP_KERNEL (amd64)"
"2","NONSTOP_KERNEL (x86_64N)"
"2","NetBSD (amd64)"
"1","NetBSD (i386)"
"1","OS/400 (ppc)"
"126","OS/400 (ppc64)"
"8","OS400 (ppc64)"
"1","OpenBSD (aarch64)"
"25","OpenBSD (amd64)"
"1","OpenBSD (i386)"
"255","SunOS (amd64)"
"31","SunOS (sparc)"
"529","SunOS (sparcv9)"
"42","SunOS (x86)"
"61186","Windows 10 (amd64)"
"3639","Windows 10 (x86)"
"25","Windows 11 (aarch64)"
"20321","Windows 11 (amd64)"
"284","Windows 11 (x86)"
"9","Windows 2003 (amd64)"
"69","Windows 2003 (x86)"
"2071","Windows 7 (amd64)"
"797","Windows 7 (x86)"
"52","Windows 8 (amd64)"
"31","Windows 8 (x86)"
"251","Windows 8.1 (amd64)"
"187","Windows 8.1 (x86)"
"956","Windows NT (unknown) (amd64)"
"333","Windows NT (unknown) (x86)"
"62","Windows Server 2008 (amd64)"
"48","Windows Server 2008 (x86)"
"1513","Windows Server 2008 R2 (amd64)"
"417","Windows Server 2008 R2 (x86)"
"722","Windows Server 2012 (amd64)"
"143","Windows Server 2012 (x86)"
"6536","Windows Server 2012 R2 (amd64)"
"1128","Windows Server 2012 R2 (x86)"
"28454","Windows Server 2016 (amd64)"
"2284","Windows Server 2016 (x86)"
"4","Windows Server 2016 Standard (amd64)"
"33080","Windows Server 2019 (amd64)"
"1297","Windows Server 2019 (x86)"
"1","Windows Server 2022 (aarch64)"
"15928","Windows Server 2022 (amd64)"
"249","Windows Server 2022 (x86)"
"19","Windows Server version 2009 (amd64)"
"19","Windows Vista (x86)"
"1","Windows XP (amd64)"
"74","Windows XP (x86)"
"223","z/OS (s390x)"
