"38","AIX (ppc)"
"1203","AIX (ppc64)"
"1","Darwin (ppc)"
"11","FreeBSD (aarch64)"
"618","FreeBSD (amd64)"
"15","FreeBSD (i386)"
"120","HP-UX (IA64N)"
"27","HP-UX (IA64W)"
"7","HP-UX (PA_RISC2.0)"
"17660","Linux (aarch64)"
"599066","Linux (amd64)"
"1946","Linux (arm)"
"1","Linux (e2k)"
"2434","Linux (i386)"
"101","Linux (loongarch64)"
"33","Linux (mips64el)"
"1","Linux (ppc)"
"44","Linux (ppc64)"
"552","Linux (ppc64le)"
"107","Linux (riscv64)"
"1","Linux (s390)"
"263","Linux (s390x)"
"25","Linux (sw64)"
"10","Linux (x86)"
"15565","Mac OS X (aarch64)"
"3","Mac OS X (arm64)"
"12393","Mac OS X (x86_64)"
"396332","N/A"
"4","NONSTOP_KERNEL (IA64N)"
"3","NONSTOP_KERNEL (amd64)"
"4","NONSTOP_KERNEL (x86_64N)"
"3","NetBSD (amd64)"
"1","NetBSD (i386)"
"1","OS/400 (ppc)"
"119","OS/400 (ppc64)"
"8","OS400 (ppc64)"
"2","OpenBSD (aarch64)"
"23","OpenBSD (amd64)"
"238","SunOS (amd64)"
"25","SunOS (sparc)"
"484","SunOS (sparcv9)"
"17","SunOS (x86)"
"2","Windows 10 (aarch64)"
"46679","Windows 10 (amd64)"
"2514","Windows 10 (x86)"
"45","Windows 11 (aarch64)"
"41096","Windows 11 (amd64)"
"313","Windows 11 (x86)"
"8","Windows 2003 (amd64)"
"67","Windows 2003 (x86)"
"1532","Windows 7 (amd64)"
"627","Windows 7 (x86)"
"24","Windows 8 (amd64)"
"23","Windows 8 (x86)"
"187","Windows 8.1 (amd64)"
"127","Windows 8.1 (x86)"
"626","Windows NT (unknown) (amd64)"
"394","Windows NT (unknown) (x86)"
"13","Windows Server 2008 (amd64)"
"34","Windows Server 2008 (x86)"
"1196","Windows Server 2008 R2 (amd64)"
"307","Windows Server 2008 R2 (x86)"
"660","Windows Server 2012 (amd64)"
"115","Windows Server 2012 (x86)"
"4876","Windows Server 2012 R2 (amd64)"
"805","Windows Server 2012 R2 (x86)"
"24518","Windows Server 2016 (amd64)"
"1736","Windows Server 2016 (x86)"
"4","Windows Server 2016 Standard (amd64)"
"30896","Windows Server 2019 (amd64)"
"989","Windows Server 2019 (x86)"
"1","Windows Server 2022 (aarch64)"
"24435","Windows Server 2022 (amd64)"
"176","Windows Server 2022 (x86)"
"938","Windows Server 2025 (amd64)"
"2","Windows Server version 2009 (amd64)"
"1","Windows Vista (x86)"
"1","Windows XP (amd64)"
"57","Windows XP (x86)"
"37","WindowsServer2016 (amd64)"
"1","ZscalerOS (amd64)"
"1","z/OS (s390)"
"263","z/OS (s390x)"
