"30","AIX (ppc)"
"1384","AIX (ppc64)"
"11","FreeBSD (aarch64)"
"596","FreeBSD (amd64)"
"10","FreeBSD (i386)"
"159","HP-UX (IA64N)"
"31","HP-UX (IA64W)"
"5","HP-UX (PA_RISC2.0)"
"1","HP-UX (PA_RISC2.0W)"
"2","HP-UX (ia64)"
"16393","Linux (aarch64)"
"600701","Linux (amd64)"
"1151","Linux (arm)"
"2","Linux (e2k)"
"2682","Linux (i386)"
"103","Linux (loongarch64)"
"36","Linux (mips64el)"
"8","Linux (ppc)"
"50","Linux (ppc64)"
"549","Linux (ppc64le)"
"124","Linux (riscv64)"
"1","Linux (s390)"
"311","Linux (s390x)"
"24","Linux (sw64)"
"12","Linux (x86)"
"14703","Mac OS X (aarch64)"
"3","Mac OS X (arm64)"
"13907","Mac OS X (x86_64)"
"359138","N/A"
"3","NONSTOP_KERNEL (IA64N)"
"5","NONSTOP_KERNEL (amd64)"
"2","NONSTOP_KERNEL (x86_64N)"
"5","NetBSD (amd64)"
"1","NetBSD (i386)"
"1","OS/400 (ppc)"
"135","OS/400 (ppc64)"
"8","OS400 (ppc64)"
"2","OpenBSD (aarch64)"
"26","OpenBSD (amd64)"
"233","SunOS (amd64)"
"25","SunOS (sparc)"
"574","SunOS (sparcv9)"
"43","SunOS (x86)"
"1","Windows 10 (aarch64)"
"60155","Windows 10 (amd64)"
"3301","Windows 10 (x86)"
"37","Windows 11 (aarch64)"
"28745","Windows 11 (amd64)"
"320","Windows 11 (x86)"
"10","Windows 2003 (amd64)"
"68","Windows 2003 (x86)"
"1838","Windows 7 (amd64)"
"753","Windows 7 (x86)"
"39","Windows 8 (amd64)"
"19","Windows 8 (x86)"
"236","Windows 8.1 (amd64)"
"170","Windows 8.1 (x86)"
"736","Windows NT (unknown) (amd64)"
"357","Windows NT (unknown) (x86)"
"18","Windows Server 2008 (amd64)"
"43","Windows Server 2008 (x86)"
"1457","Windows Server 2008 R2 (amd64)"
"405","Windows Server 2008 R2 (x86)"
"421","Windows Server 2012 (amd64)"
"118","Windows Server 2012 (x86)"
"5778","Windows Server 2012 R2 (amd64)"
"1049","Windows Server 2012 R2 (x86)"
"24651","Windows Server 2016 (amd64)"
"2061","Windows Server 2016 (x86)"
"4","Windows Server 2016 Standard (amd64)"
"32032","Windows Server 2019 (amd64)"
"1122","Windows Server 2019 (x86)"
"1","Windows Server 2022 (aarch64)"
"20389","Windows Server 2022 (amd64)"
"248","Windows Server 2022 (x86)"
"327","Windows Server 2025 (amd64)"
"1","Windows Server 2025 (x86)"
"23","Windows Server version 2009 (amd64)"
"1","Windows Vista (x86)"
"1","Windows XP (amd64)"
"76","Windows XP (x86)"
"38","WindowsServer2016 (amd64)"
"289","z/OS (s390x)"
