"10","AIX (ppc)"
"1309","AIX (ppc64)"
"3","DragonFlyBSD (amd64)"
"7","FreeBSD (aarch64)"
"568","FreeBSD (amd64)"
"7","FreeBSD (i386)"
"102","HP-UX (IA64N)"
"9","HP-UX (IA64W)"
"1","HP-UX (PA_RISC2.0)"
"2","HP-UX (ia64)"
"1","Linux (aarch32)"
"18334","Linux (aarch64)"
"572337","Linux (amd64)"
"2054","Linux (arm)"
"1","Linux (e2k)"
"2200","Linux (i386)"
"104","Linux (loongarch64)"
"30","Linux (mips64el)"
"1","Linux (ppc)"
"41","Linux (ppc64)"
"648","Linux (ppc64le)"
"106","Linux (riscv64)"
"1","Linux (s390)"
"410","Linux (s390x)"
"29","Linux (sw64)"
"8","Linux (x86)"
"15302","Mac OS X (aarch64)"
"3","Mac OS X (arm64)"
"11319","Mac OS X (x86_64)"
"358558","N/A"
"3","NONSTOP_KERNEL (IA64N)"
"4","NONSTOP_KERNEL (amd64)"
"1","NONSTOP_KERNEL (x86_64N)"
"3","NetBSD (amd64)"
"1","NetBSD (i386)"
"1","OS/400 (ppc)"
"101","OS/400 (ppc64)"
"9","OS400 (ppc64)"
"2","OpenBSD (aarch64)"
"20","OpenBSD (amd64)"
"215","SunOS (amd64)"
"8","SunOS (sparc)"
"459","SunOS (sparcv9)"
"32","SunOS (x86)"
"3","Windows 10 (aarch64)"
"40197","Windows 10 (amd64)"
"2205","Windows 10 (x86)"
"39","Windows 11 (aarch64)"
"42848","Windows 11 (amd64)"
"293","Windows 11 (x86)"
"6","Windows 2003 (amd64)"
"31","Windows 2003 (x86)"
"1405","Windows 7 (amd64)"
"540","Windows 7 (x86)"
"15","Windows 8 (amd64)"
"15","Windows 8 (x86)"
"156","Windows 8.1 (amd64)"
"120","Windows 8.1 (x86)"
"591","Windows NT (unknown) (amd64)"
"282","Windows NT (unknown) (x86)"
"10","Windows Server 2008 (amd64)"
"24","Windows Server 2008 (x86)"
"1025","Windows Server 2008 R2 (amd64)"
"217","Windows Server 2008 R2 (x86)"
"312","Windows Server 2012 (amd64)"
"45","Windows Server 2012 (x86)"
"4108","Windows Server 2012 R2 (amd64)"
"654","Windows Server 2012 R2 (x86)"
"24405","Windows Server 2016 (amd64)"
"1609","Windows Server 2016 (x86)"
"4","Windows Server 2016 Standard (amd64)"
"29270","Windows Server 2019 (amd64)"
"962","Windows Server 2019 (x86)"
"1","Windows Server 2019 Standard (amd64)"
"23846","Windows Server 2022 (amd64)"
"180","Windows Server 2022 (x86)"
"1261","Windows Server 2025 (amd64)"
"6","Windows Server version 2009 (amd64)"
"1","Windows Vista (x86)"
"39","Windows XP (x86)"
"38","WindowsServer2016 (amd64)"
"1","ZscalerOS (amd64)"
"1","z/OS (s390)"
"248","z/OS (s390x)"
