"1.409.1","280168"
"1.409.3","280167"
"1.410","280166"
"1.419","280165"
"1.424","280164"
"1.424.6","280162"
"1.427","280158"
"1.428","280157"
"1.429","280156"
"1.430","280153"
"1.431","280152"
"1.433","280151"
"1.436","280150"
"1.437","280149"
"1.438","280148"
"1.439","280147"
"1.440","280146"
"1.441","280144"
"1.442","280143"
"1.443","280142"
"1.446","280141"
"1.447.1","280140"
"1.447.2","280138"
"1.450","280136"
"1.451","280130"
"1.454","280129"
"1.455","280128"
"1.456","280127"
"1.457","280126"
"1.460","280125"
"1.461","280121"
"1.464","280120"
"1.465","280119"
"1.466","280118"
"1.466.2","280115"
"1.467","280113"
"1.469","280112"
"1.470","280111"
"1.471","280110"
"1.472","280108"
"1.474","280105"
"1.475","280103"
"1.477","280096"
"1.478","280095"
"1.480.3","280094"
"1.481","280091"
"1.483","280090"
"1.484","280088"
"1.485","280087"
"1.488","280086"
"1.490","280084"
"1.491","280083"
"1.493","280081"
"1.494","280080"
"1.496","280078"
"1.498","280075"
"1.499","280072"
"1.500","280071"
"1.501","280068"
"1.502","280067"
"1.504","280066"
"1.505","280064"
"1.506","280060"
"1.508","280059"
"1.509","280058"
"1.509.1","280055"
"1.509.3","280054"
"1.509.4","280053"
"1.510","280051"
"1.511","280043"
"1.512","280040"
"1.514","280032"
"1.515","280028"
"1.516","280027"
"1.517","280025"
"1.518","280021"
"1.520","280019"
"1.521","280018"
"1.523","280016"
"1.524","280014"
"1.526","280012"
"1.527","280011"
"1.528","280010"
"1.529","280008"
"1.530","280005"
"1.531","280003"
"1.532.1","279998"
"1.532.2","279993"
"1.532.3","279982"
"1.534","279981"
"1.535","279977"
"1.536","279975"
"1.537","279974"
"1.538","279973"
"1.539","279969"
"1.541","279963"
"1.542","279960"
"1.543","279957"
"1.544","279955"
"1.546","279950"
"1.547","279946"
"1.548","279940"
"1.549","279937"
"1.551","279931"
"1.552","279925"
"1.553","279923"
"1.554.1","279920"
"1.554.3","279917"
"1.555","279912"
"1.556","279905"
"1.557","279902"
"1.558","279900"
"1.559","279896"
"1.560","279892"
"1.561","279888"
"1.562","279886"
"1.563","279883"
"1.564","279881"
"1.565","279879"
"1.565.1","279871"
"1.565.2","279866"
"1.565.3","279862"
"1.566","279855"
"1.567","279850"
"1.568","279844"
"1.569","279829"
"1.570","279824"
"1.571","279819"
"1.572","279813"
"1.573","279807"
"1.574","279804"
"1.575","279786"
"1.576","279782"
"1.577","279778"
"1.578","279776"
"1.579","279770"
"1.580","279761"
"1.580.1","279755"
"1.580.2","279748"
"1.580.3","279742"
"1.581","279725"
"1.582","279719"
"1.583","279717"
"1.584","279707"
"1.585","279703"
"1.586","279700"
"1.587","279697"
"1.588","279696"
"1.589","279686"
"1.590","279683"
"1.591","279663"
"1.592","279657"
"1.593","279652"
"1.594","279644"
"1.595","279641"
"1.596","279629"
